,hors,ws,wd,anno,mes,wp1
1497,10,3.23,92.0,2009,7,0.165
1498,11,2.27,102.51,2009,7,0.256
1499,12,1.79,122.7,2009,7,0.261
1540,5,2.06,174.19,2009,7,0.135
1541,6,1.63,184.47,2009,7,0.02
1542,7,0.7,197.32,2009,7,0.0
1543,8,0.61,350.01,2009,7,0.0
1544,9,1.87,2.22,2009,7,0.0
1545,10,2.86,4.99,2009,7,0.0
1546,11,3.51,7.51,2009,7,0.03
1547,12,3.8,11.63,2009,7,0.02
1588,5,3.67,63.55,2009,7,0.135
1589,6,3.05,62.2,2009,7,0.02
1590,7,2.3,60.94,2009,7,0.0
1591,8,1.48,65.91,2009,7,0.0
1592,9,0.88,106.84,2009,7,0.0
1593,10,1.59,159.18,2009,7,0.0
1594,11,2.77,169.49,2009,7,0.03
1595,12,3.52,170.2,2009,7,0.02
1636,5,2.85,129.08,2009,7,0.18
1637,6,2.68,120.78,2009,7,0.1
1638,7,2.49,113.99,2009,7,0.07
1639,8,2.45,108.24,2009,7,0.075
1640,9,2.79,104.12,2009,7,0.1
1641,10,3.67,102.35,2009,7,0.055
1642,11,4.77,102.16,2009,7,0.1
1643,12,5.68,102.66,2009,7,0.075
1684,5,6.25,108.35,2009,7,0.18
1685,6,6.25,106.76,2009,7,0.1
1686,7,6.42,104.36,2009,7,0.07
1687,8,6.57,101.94,2009,7,0.075
1688,9,6.47,100.12,2009,7,0.1
1689,10,5.92,99.13,2009,7,0.055
1690,11,5.09,98.56,2009,7,0.1
1691,12,4.25,97.8,2009,7,0.075
1732,5,3.66,93.46,2009,7,0.20600000000000002
1733,6,3.87,92.63,2009,7,0.24600000000000002
1734,7,3.88,92.87,2009,7,0.29100000000000004
1735,8,3.87,94.39,2009,7,0.311
1736,9,4.12,97.15,2009,7,0.256
1737,10,4.78,100.22,2009,7,0.276
1738,11,5.55,102.71,2009,7,0.316
1739,12,6.01,104.72,2009,7,0.316
1780,5,4.34,107.23,2009,7,0.20600000000000002
1781,6,4.26,107.01,2009,7,0.24600000000000002
1782,7,4.34,109.16,2009,7,0.29100000000000004
1783,8,4.41,112.4,2009,7,0.311
1784,9,4.22,115.5,2009,7,0.256
1785,10,3.61,118.2,2009,7,0.276
1786,11,2.87,121.79,2009,7,0.316
1787,12,2.39,127.62,2009,7,0.316
1828,5,1.36,112.15,2009,7,0.0
1829,6,1.12,89.08,2009,7,0.0
1830,7,1.13,85.04,2009,7,0.0
1831,8,1.16,92.19,2009,7,0.015
1832,9,1.05,93.88,2009,7,0.005
1833,10,0.73,70.23,2009,7,0.0
1834,11,0.76,18.9,2009,7,0.0
1835,12,1.03,356.05,2009,7,0.0
1876,5,1.01,26.42,2009,7,0.0
1877,6,1.37,13.84,2009,7,0.0
1878,7,1.76,8.21,2009,7,0.0
1879,8,2.04,5.32,2009,7,0.015
1880,9,2.11,2.64,2009,7,0.005
1881,10,1.9,358.21,2009,7,0.0
1882,11,1.52,349.57,2009,7,0.0
1883,12,1.11,331.44,2009,7,0.0
1924,5,2.78,351.28,2009,7,0.01
1925,6,2.59,348.26,2009,7,0.03
1926,7,2.29,338.68,2009,7,0.055
1927,8,2.14,323.83,2009,7,0.03
1928,9,2.27,311.98,2009,7,0.05
1929,10,2.62,309.37,2009,7,0.08
1930,11,3.01,310.66,2009,7,0.18
1931,12,3.28,310.58,2009,7,0.115
1972,5,4.45,301.21,2009,7,0.01
1973,6,4.6,303.47,2009,7,0.03
1974,7,4.55,304.53,2009,7,0.055
1975,8,4.3,304.97,2009,7,0.03
1976,9,3.86,305.48,2009,7,0.05
1977,10,3.26,306.91,2009,7,0.08
1978,11,2.67,310.13,2009,7,0.18
1979,12,2.32,315.64,2009,7,0.115
2020,5,2.59,299.5,2009,7,0.13
2021,6,2.71,293.07,2009,7,0.115
2022,7,2.72,292.19,2009,7,0.115
2023,8,2.67,294.84,2009,7,0.085
2024,9,2.65,298.21,2009,7,0.11
2025,10,2.71,299.83,2009,7,0.02
2026,11,2.9,299.97,2009,7,0.04
2027,12,3.25,299.72,2009,7,0.13
2068,5,4.26,302.52,2009,7,0.13
2069,6,4.38,307.29,2009,7,0.115
2070,7,4.41,316.72,2009,7,0.115
2071,8,4.39,326.95,2009,7,0.085
2072,9,4.1,333.65,2009,7,0.11
2073,10,3.32,333.34,2009,7,0.02
2074,11,2.4,324.24,2009,7,0.04
2075,12,1.87,306.82,2009,7,0.13
2116,5,2.41,311.64,2009,7,0.19
2117,6,2.43,308.58,2009,7,0.201
2118,7,2.42,308.68,2009,7,0.14
2119,8,2.44,309.69,2009,7,0.11
2120,9,2.63,308.55,2009,7,0.04
2121,10,3.06,304.01,2009,7,0.055
2122,11,3.68,298.24,2009,7,0.095
2123,12,4.39,292.7,2009,7,0.201
2164,5,4.18,251.69,2009,7,0.19
2165,6,4.01,247.23,2009,7,0.201
2166,7,3.68,241.97,2009,7,0.14
2167,8,3.2,235.47,2009,7,0.11
2168,9,2.58,226.91,2009,7,0.04
2169,10,1.85,213.58,2009,7,0.055
2170,11,1.26,189.49,2009,7,0.095
2171,12,1.03,156.76,2009,7,0.201
2212,5,2.25,121.12,2009,7,0.005
2213,6,2.23,118.54,2009,7,0.02
2214,7,1.95,111.01,2009,7,0.025
2215,8,1.68,98.82,2009,7,0.015
2216,9,1.66,89.8,2009,7,0.0
2217,10,1.94,92.58,2009,7,0.0
2218,11,2.41,99.59,2009,7,0.0
2219,12,2.85,104.6,2009,7,0.015
2260,5,2.65,118.14,2009,7,0.005
2261,6,2.48,111.63,2009,7,0.02
2262,7,2.79,101.35,2009,7,0.025
2263,8,3.3,93.88,2009,7,0.015
2264,9,3.51,89.96,2009,7,0.0
2265,10,3.06,88.09,2009,7,0.0
2266,11,2.25,84.99,2009,7,0.0
2267,12,1.58,73.73,2009,7,0.015
2308,5,2.27,42.64,2009,7,0.025
2309,6,2.11,37.28,2009,7,0.035
2310,7,1.96,21.03,2009,7,0.0
2311,8,2.15,1.38,2009,7,0.075
2312,9,2.7,352.82,2009,7,0.266
2313,10,3.44,356.0,2009,7,0.261
2314,11,4.23,1.94,2009,7,0.371
2315,12,4.91,5.86,2009,7,0.316
2356,5,6.17,359.92,2009,7,0.025
2357,6,6.14,356.15,2009,7,0.035
2358,7,6.32,353.16,2009,7,0.0
2359,8,6.47,352.07,2009,7,0.075
2360,9,6.27,353.81,2009,7,0.266
2361,10,5.55,359.74,2009,7,0.261
2362,11,4.59,10.55,2009,7,0.371
2363,12,3.73,25.93,2009,7,0.316
2404,5,4.59,67.55,2009,7,0.19
2405,6,4.44,69.08,2009,7,0.18
2406,7,4.08,68.86,2009,7,0.311
2407,8,3.67,65.68,2009,7,0.261
2408,9,3.42,57.96,2009,7,0.15
2409,10,3.54,46.91,2009,7,0.13
2410,11,3.99,38.6,2009,7,0.08
2411,12,4.54,36.31,2009,7,0.065
2452,5,6.31,53.01,2009,7,0.19
2453,6,6.4,58.02,2009,7,0.18
2454,7,6.35,62.32,2009,7,0.311
2455,8,6.1,65.69,2009,7,0.261
2456,9,5.58,67.83,2009,7,0.15
2457,10,4.8,68.31,2009,7,0.13
2458,11,3.91,67.05,2009,7,0.08
2459,12,3.15,64.08,2009,7,0.065
2500,5,3.2,69.75,2009,7,0.06
2501,6,3.25,74.4,2009,7,0.07
2502,7,3.51,78.32,2009,7,0.06
2503,8,3.9,80.8,2009,7,0.09
2504,9,4.34,81.79,2009,7,0.135
2505,10,4.77,81.63,2009,7,0.095
2506,11,5.19,81.1,2009,7,0.105
2507,12,5.66,80.9,2009,7,0.1
2548,5,6.61,90.2,2009,7,0.06
2549,6,6.65,90.65,2009,7,0.07
2550,7,6.73,87.63,2009,7,0.06
2551,8,6.66,83.05,2009,7,0.09
2552,9,6.17,78.89,2009,7,0.135
2553,10,5.03,76.1,2009,7,0.095
2554,11,3.63,72.94,2009,7,0.105
2555,12,2.51,65.22,2009,7,0.1
2596,5,2.84,41.36,2009,7,0.175
2597,6,2.81,40.74,2009,7,0.175
2598,7,2.73,41.4,2009,7,0.276
2599,8,2.7,41.84,2009,7,0.311
2600,9,2.86,40.2,2009,7,0.29600000000000004
2601,10,3.31,36.34,2009,7,0.29600000000000004
2602,11,4.07,33.37,2009,7,0.21600000000000003
2603,12,5.06,32.99,2009,7,0.256
2644,5,8.52,46.57,2009,7,0.175
2645,6,8.66,47.77,2009,7,0.175
2646,7,8.9,49.72,2009,7,0.276
2647,8,8.98,51.56,2009,7,0.311
2648,9,8.52,52.44,2009,7,0.29600000000000004
2649,10,7.3,51.6,2009,7,0.29600000000000004
2650,11,5.74,49.08,2009,7,0.21600000000000003
2651,12,4.41,45.75,2009,7,0.256
2692,5,3.65,55.6,2009,7,0.35100000000000003
2693,6,3.43,59.89,2009,7,0.261
2694,7,2.95,60.44,2009,7,0.11
2695,8,2.4,58.32,2009,7,0.085
2696,9,2.05,56.9,2009,7,0.175
2697,10,2.06,60.84,2009,7,0.21600000000000003
2698,11,2.33,67.47,2009,7,0.185
2699,12,2.66,73.38,2009,7,0.256
2740,5,4.41,85.75,2009,7,0.35100000000000003
2741,6,4.74,87.64,2009,7,0.261
2742,7,4.66,97.93,2009,7,0.11
2743,8,4.47,113.59,2009,7,0.085
2744,9,4.25,129.22,2009,7,0.175
2745,10,3.75,141.4,2009,7,0.21600000000000003
2746,11,3.09,151.44,2009,7,0.185
2747,12,2.59,157.87,2009,7,0.256
2788,5,2.89,107.11,2009,7,0.065
2789,6,3.09,99.44,2009,7,0.065
2790,7,3.17,101.21,2009,7,0.095
2791,8,3.13,106.73,2009,7,0.08
2792,9,2.94,109.28,2009,7,0.055
2793,10,2.6,102.64,2009,7,0.01
2794,11,2.36,88.3,2009,7,0.0
2795,12,2.4,76.03,2009,7,0.0
2836,5,3.5,77.63,2009,7,0.065
2837,6,3.74,74.66,2009,7,0.065
2838,7,3.95,69.8,2009,7,0.095
2839,8,4.03,65.64,2009,7,0.08
2840,9,3.82,64.8,2009,7,0.055
2841,10,3.22,69.96,2009,7,0.01
2842,11,2.57,80.4,2009,7,0.0
2843,12,2.16,88.81,2009,7,0.0
2884,5,2.28,67.07,2009,7,0.0
2885,6,2.47,61.62,2009,7,0.0
2886,7,2.6,59.72,2009,7,0.0
2887,8,2.66,59.16,2009,7,0.02
2888,9,2.67,57.69,2009,7,0.165
2889,10,2.68,54.08,2009,7,0.18
2890,11,2.8,51.1,2009,7,0.165
2891,12,3.09,52.22,2009,7,0.105
2932,5,4.99,84.89,2009,7,0.0
2933,6,5.32,91.63,2009,7,0.0
2934,7,5.44,101.73,2009,7,0.0
2935,8,5.42,112.84,2009,7,0.02
2936,9,5.08,122.42,2009,7,0.165
2937,10,4.24,129.31,2009,7,0.18
2938,11,3.17,133.94,2009,7,0.165
2939,12,2.32,133.66,2009,7,0.105
2980,5,2.35,61.78,2009,8,0.0
2981,6,2.63,48.65,2009,8,0.0
2982,7,2.9,46.35,2009,8,0.0
2983,8,3.07,47.77,2009,8,0.02
2984,9,3.16,46.57,2009,8,0.09
2985,10,3.22,39.01,2009,8,0.155
2986,11,3.51,29.54,2009,8,0.311
2987,12,4.15,24.88,2009,8,0.281
3028,5,6.21,44.33,2009,8,0.0
3029,6,6.22,40.18,2009,8,0.0
3030,7,6.67,34.04,2009,8,0.0
3031,8,7.17,28.74,2009,8,0.02
3032,9,7.09,25.54,2009,8,0.09
3033,10,6.0,24.8,2009,8,0.155
3034,11,4.42,27.1,2009,8,0.311
3035,12,3.14,34.69,2009,8,0.281
3076,5,3.13,39.23,2009,8,0.20600000000000002
3077,6,3.05,38.83,2009,8,0.075
3078,7,2.91,39.81,2009,8,0.045
3079,8,2.85,43.41,2009,8,0.15
3080,9,3.03,50.1,2009,8,0.19
3081,10,3.59,57.71,2009,8,0.21600000000000003
3082,11,4.31,63.5,2009,8,0.17
3083,12,4.85,67.49,2009,8,0.05
3124,5,5.91,99.35,2009,8,0.20600000000000002
3125,6,6.37,99.92,2009,8,0.075
3126,7,6.77,101.44,2009,8,0.045
3127,8,6.88,103.32,2009,8,0.15
3128,9,6.4,105.05,2009,8,0.19
3129,10,5.2,106.31,2009,8,0.21600000000000003
3130,11,3.69,105.89,2009,8,0.17
3131,12,2.46,98.93,2009,8,0.05
3172,5,2.99,64.37,2009,8,0.376
3173,6,2.99,60.74,2009,8,0.41600000000000004
3174,7,3.05,59.65,2009,8,0.281
3175,8,3.16,59.45,2009,8,0.155
3176,9,3.34,58.14,2009,8,0.14
3177,10,3.61,54.45,2009,8,0.21100000000000002
3178,11,3.95,48.57,2009,8,0.19
3179,12,4.36,40.9,2009,8,0.11
3220,5,7.17,17.39,2009,8,0.376
3221,6,7.7,17.85,2009,8,0.41600000000000004
3222,7,8.05,21.82,2009,8,0.281
3223,8,8.13,26.94,2009,8,0.155
3224,9,7.72,30.9,2009,8,0.14
3225,10,6.65,32.05,2009,8,0.21100000000000002
3226,11,5.34,30.84,2009,8,0.19
3227,12,4.34,28.89,2009,8,0.11
3268,5,4.66,42.82,2009,8,0.687
3269,6,4.56,43.97,2009,8,0.586
3270,7,4.34,45.8,2009,8,0.551
3271,8,4.14,47.41,2009,8,0.541
3272,9,4.15,47.11,2009,8,0.451
3273,10,4.5,44.37,2009,8,0.331
3274,11,5.09,42.26,2009,8,0.306
3275,12,5.77,43.23,2009,8,0.306
3316,5,6.68,64.47,2009,8,0.687
3317,6,6.61,67.62,2009,8,0.586
3318,7,6.92,71.8,2009,8,0.551
3319,8,7.27,76.38,2009,8,0.541
3320,9,7.17,81.72,2009,8,0.451
3321,10,6.35,89.42,2009,8,0.331
3322,11,5.24,100.71,2009,8,0.306
3323,12,4.35,114.37,2009,8,0.306
3364,5,4.63,126.76,2009,8,0.461
3365,6,4.22,122.95,2009,8,0.451
3366,7,3.72,121.55,2009,8,0.34600000000000003
3367,8,3.28,121.07,2009,8,0.18
3368,9,3.11,118.1,2009,8,0.14
3369,10,3.38,111.45,2009,8,0.105
3370,11,3.97,107.16,2009,8,0.105
3371,12,4.58,108.77,2009,8,0.165
3412,5,6.06,112.75,2009,8,0.461
3413,6,6.21,109.87,2009,8,0.451
3414,7,6.45,111.06,2009,8,0.34600000000000003
3415,8,6.51,114.45,2009,8,0.18
3416,9,6.07,118.2,2009,8,0.14
3417,10,4.9,121.57,2009,8,0.105
3418,11,3.47,125.06,2009,8,0.105
3419,12,2.41,127.69,2009,8,0.165
3460,5,2.98,86.29,2009,8,0.02
3461,6,2.97,81.57,2009,8,0.085
3462,7,2.69,83.79,2009,8,0.12
3463,8,2.41,91.58,2009,8,0.135
3464,9,2.46,99.15,2009,8,0.20600000000000002
3465,10,2.97,100.09,2009,8,0.20600000000000002
3466,11,3.75,99.56,2009,8,0.145
3467,12,4.55,102.05,2009,8,0.07
3508,5,5.69,127.99,2009,8,0.02
3509,6,5.81,127.54,2009,8,0.085
3510,7,5.94,125.22,2009,8,0.12
3511,8,5.91,122.4,2009,8,0.135
3512,9,5.45,120.44,2009,8,0.20600000000000002
3513,10,4.42,120.31,2009,8,0.20600000000000002
3514,11,3.22,120.95,2009,8,0.145
3515,12,2.35,118.33,2009,8,0.07
3556,5,2.98,106.14,2009,8,0.35600000000000004
3557,6,2.93,106.4,2009,8,0.386
3558,7,2.82,105.98,2009,8,0.306
3559,8,2.73,106.68,2009,8,0.341
3560,9,2.76,110.97,2009,8,0.251
3561,10,3.01,119.31,2009,8,0.195
3562,11,3.4,128.4,2009,8,0.17
3563,12,3.75,136.61,2009,8,0.085
3604,5,2.77,150.05,2009,8,0.35600000000000004
3605,6,2.59,136.13,2009,8,0.386
3606,7,2.72,124.86,2009,8,0.306
3607,8,2.93,119.36,2009,8,0.341
3608,9,3.01,119.18,2009,8,0.251
3609,10,2.83,124.08,2009,8,0.195
3610,11,2.47,134.13,2009,8,0.17
3611,12,2.03,150.65,2009,8,0.085
3652,5,0.52,144.22,2009,8,0.0
3653,6,0.26,127.18,2009,8,0.0
3654,7,0.11,359.69,2009,8,0.0
3655,8,0.51,336.26,2009,8,0.0
3656,9,1.1,345.56,2009,8,0.0
3657,10,1.94,356.58,2009,8,0.0
3658,11,2.85,2.88,2009,8,0.04
3659,12,3.49,5.4,2009,8,0.125
3700,5,4.59,7.6,2009,8,0.0
3701,6,5.39,10.53,2009,8,0.0
3702,7,6.14,9.4,2009,8,0.0
3703,8,6.65,5.97,2009,8,0.0
3704,9,6.7,1.1,2009,8,0.0
3705,10,6.22,354.48,2009,8,0.0
3706,11,5.53,345.8,2009,8,0.04
3707,12,5.01,336.52,2009,8,0.125
3748,5,3.54,345.73,2009,8,0.13
