,hors,ws,wd,anno,mes,wp1
66,19,0.79,147.2,2009,7,0.0
67,20,1.02,159.1,2009,7,0.0
68,21,1.17,179.14,2009,7,0.0
69,22,1.27,206.32,2009,7,0.005
70,23,1.49,229.38,2009,7,0.015
71,24,1.63,238.87,2009,7,0.045
72,25,1.46,232.75,2009,7,0.2524881327004037
73,26,1.19,211.12,2009,7,0.2524881327004037
74,27,1.14,182.49,2009,7,0.2524881327004037
75,28,1.21,164.07,2009,7,0.2524881327004037
76,29,1.32,151.25,2009,7,0.2524881327004037
77,30,1.65,139.98,2009,7,0.2524881327004037
78,31,2.3,132.08,2009,7,0.2524881327004037
79,32,3.04,129.21,2009,7,0.2524881327004037
80,33,3.5,130.26,2009,7,0.2524881327004037
81,34,3.48,135.0,2009,7,0.2524881327004037
82,35,3.18,141.23,2009,7,0.2524881327004037
83,36,2.81,144.5,2009,7,0.2524881327004037
84,37,2.5,138.64,2009,7,0.2524881327004037
85,38,2.38,125.31,2009,7,0.2524881327004037
86,39,2.45,111.98,2009,7,0.2524881327004037
87,40,2.54,103.99,2009,7,0.2524881327004037
88,41,2.54,100.17,2009,7,0.2524881327004037
89,42,2.45,98.76,2009,7,0.2524881327004037
90,43,2.3,98.6,2009,7,0.2524881327004037
91,44,2.32,99.0,2009,7,0.2524881327004037
92,45,2.74,99.14,2009,7,0.2524881327004037
93,46,3.7,98.82,2009,7,0.2524881327004037
94,47,4.84,98.94,2009,7,0.2524881327004037
95,48,5.7,99.9,2009,7,0.2524881327004037
96,1,1.27,147.93,2009,7,0.0
97,2,1.59,163.36,2009,7,0.01
98,3,1.46,175.48,2009,7,0.01
99,4,1.1,194.13,2009,7,0.0
100,5,0.81,223.94,2009,7,0.0
101,6,0.68,246.61,2009,7,0.0
102,7,0.49,231.76,2009,7,0.0
103,8,0.57,184.5,2009,7,0.0
104,9,0.88,172.7,2009,7,0.015
105,10,1.08,185.05,2009,7,0.03
106,11,1.28,199.95,2009,7,0.01
107,12,1.44,203.82,2009,7,0.0
108,13,1.51,191.55,2009,7,0.0
109,14,1.67,171.57,2009,7,0.0
110,15,1.98,156.21,2009,7,0.0
111,16,2.26,148.97,2009,7,0.01
112,17,2.52,146.21,2009,7,0.01
113,18,2.9,145.54,2009,7,0.01
114,19,3.46,145.57,2009,7,0.01
115,20,4.02,145.73,2009,7,0.01
116,21,4.33,145.78,2009,7,0.08
117,22,4.21,145.51,2009,7,0.025
118,23,3.8,144.44,2009,7,0.08
119,24,3.27,141.68,2009,7,0.0
120,25,2.83,136.19,2009,7,0.12
121,26,2.54,128.18,2009,7,0.035
122,27,2.44,119.41,2009,7,0.05
123,28,2.49,112.37,2009,7,0.08
124,29,2.64,108.19,2009,7,0.065
125,30,2.83,106.81,2009,7,0.14
126,31,3.05,107.43,2009,7,0.08
127,32,3.33,108.24,2009,7,0.055
128,33,3.74,107.63,2009,7,0.025
129,34,4.3,105.46,2009,7,0.04
130,35,4.88,104.21,2009,7,0.1
131,36,5.28,105.79,2009,7,0.175
132,37,5.42,111.06,2009,7,0.13
133,38,5.49,117.53,2009,7,0.095
134,39,5.66,121.48,2009,7,0.095
135,40,5.95,120.41,2009,7,0.19
136,41,6.33,116.6,2009,7,0.221
137,42,6.71,112.96,2009,7,0.226
138,43,7.0,111.15,2009,7,0.301
139,44,7.14,110.75,2009,7,0.421
140,45,7.16,111.08,2009,7,0.486
141,46,7.05,111.66,2009,7,0.476
142,47,6.77,112.31,2009,7,0.476
143,48,6.27,112.97,2009,7,0.201
144,1,2.22,169.75,2009,7,0.0
145,2,2.4,162.17,2009,7,0.01
146,3,2.52,158.7,2009,7,0.01
147,4,2.57,157.24,2009,7,0.0
148,5,2.63,156.03,2009,7,0.0
149,6,2.76,153.58,2009,7,0.0
150,7,3.04,149.37,2009,7,0.0
151,8,3.39,144.51,2009,7,0.0
152,9,3.69,139.6,2009,7,0.015
153,10,3.85,134.69,2009,7,0.03
154,11,3.83,130.17,2009,7,0.01
155,12,3.62,126.63,2009,7,0.0
156,13,3.21,124.46,2009,7,0.0
157,14,2.77,122.46,2009,7,0.0
158,15,2.52,118.82,2009,7,0.0
159,16,2.63,113.11,2009,7,0.01
160,17,2.98,107.83,2009,7,0.01
161,18,3.35,104.05,2009,7,0.01
162,19,3.56,101.43,2009,7,0.01
163,20,3.69,99.91,2009,7,0.01
164,21,3.87,99.86,2009,7,0.08
165,22,4.19,101.53,2009,7,0.025
166,23,4.59,104.84,2009,7,0.08
167,24,4.99,109.74,2009,7,0.0
168,25,5.34,116.04,2009,7,0.2524881327004037
169,26,5.68,122.19,2009,7,0.2524881327004037
170,27,6.01,126.51,2009,7,0.2524881327004037
171,28,6.31,128.0,2009,7,0.2524881327004037
172,29,6.54,127.02,2009,7,0.2524881327004037
173,30,6.75,124.08,2009,7,0.2524881327004037
174,31,6.95,119.83,2009,7,0.2524881327004037
175,32,7.11,115.85,2009,7,0.2524881327004037
176,33,7.14,113.65,2009,7,0.2524881327004037
177,34,6.94,114.17,2009,7,0.2524881327004037
178,35,6.52,116.35,2009,7,0.2524881327004037
179,36,5.93,118.52,2009,7,0.2524881327004037
180,37,5.2,118.98,2009,7,0.2524881327004037
181,38,4.48,117.73,2009,7,0.2524881327004037
182,39,3.94,115.67,2009,7,0.2524881327004037
183,40,3.71,114.43,2009,7,0.2524881327004037
184,41,3.64,114.52,2009,7,0.2524881327004037
185,42,3.54,115.73,2009,7,0.2524881327004037
186,43,3.3,118.01,2009,7,0.2524881327004037
187,44,3.09,121.57,2009,7,0.2524881327004037
188,45,3.13,125.78,2009,7,0.2524881327004037
189,46,3.6,128.87,2009,7,0.2524881327004037
190,47,4.39,129.95,2009,7,0.2524881327004037
191,48,5.35,129.42,2009,7,0.2524881327004037
192,1,2.97,136.14,2009,7,0.12
193,2,2.86,132.13,2009,7,0.035
194,3,2.93,125.85,2009,7,0.05
195,4,3.14,119.18,2009,7,0.08
196,5,3.41,113.51,2009,7,0.065
197,6,3.63,109.2,2009,7,0.14
198,7,3.72,106.16,2009,7,0.08
199,8,3.77,104.81,2009,7,0.055
200,9,3.95,105.91,2009,7,0.025
201,10,4.35,109.48,2009,7,0.04
202,11,4.87,114.04,2009,7,0.1
203,12,5.37,118.64,2009,7,0.175
204,13,5.71,123.01,2009,7,0.13
205,14,5.96,126.57,2009,7,0.095
206,15,6.21,128.44,2009,7,0.095
207,16,6.52,128.0,2009,7,0.19
208,17,6.85,125.89,2009,7,0.221
209,18,7.14,122.88,2009,7,0.226
210,19,7.32,119.55,2009,7,0.301
211,20,7.41,116.63,2009,7,0.421
212,21,7.38,114.89,2009,7,0.486
213,22,7.23,114.87,2009,7,0.476
214,23,6.88,115.84,2009,7,0.476
215,24,6.3,116.74,2009,7,0.201
216,25,5.45,116.57,2009,7,0.476
217,26,4.54,115.45,2009,7,0.501
218,27,3.84,114.26,2009,7,0.662
219,28,3.5,114.39,2009,7,0.747
220,29,3.38,115.32,2009,7,0.622
221,30,3.21,115.61,2009,7,0.406
222,31,2.87,114.34,2009,7,0.19
223,32,2.62,113.85,2009,7,0.11
224,33,2.84,118.02,2009,7,0.075
225,34,3.8,125.17,2009,7,0.135
226,35,5.13,129.74,2009,7,0.11
227,36,6.26,131.48,2009,7,0.201
228,37,6.75,131.22,2009,7,0.386
229,38,6.73,130.11,2009,7,0.461
230,39,6.52,129.15,2009,7,0.451
231,40,6.35,129.29,2009,7,0.376
232,41,6.29,130.59,2009,7,0.266
233,42,6.36,132.69,2009,7,0.241
234,43,6.54,135.08,2009,7,0.236
235,44,6.55,136.99,2009,7,0.226
236,45,6.1,137.86,2009,7,0.271
237,46,5.0,136.92,2009,7,0.271
238,47,3.65,132.35,2009,7,0.29600000000000004
239,48,2.65,120.46,2009,7,0.521
240,1,4.74,128.18,2009,7,0.12
241,2,5.3,132.5,2009,7,0.035
242,3,5.97,132.24,2009,7,0.05
243,4,6.66,129.64,2009,7,0.08
244,5,7.26,126.24,2009,7,0.065
245,6,7.62,122.86,2009,7,0.14
246,7,7.67,119.83,2009,7,0.08
247,8,7.52,117.26,2009,7,0.055
248,9,7.35,115.55,2009,7,0.025
249,10,7.28,115.09,2009,7,0.04
250,11,7.17,115.46,2009,7,0.1
251,12,6.81,116.0,2009,7,0.175
252,13,6.07,116.17,2009,7,0.13
253,14,5.17,115.93,2009,7,0.095
254,15,4.39,115.4,2009,7,0.095
255,16,3.95,114.82,2009,7,0.19
256,17,3.68,114.37,2009,7,0.221
257,18,3.38,114.04,2009,7,0.226
258,19,2.91,113.85,2009,7,0.301
259,20,2.52,114.54,2009,7,0.421
260,21,2.57,116.95,2009,7,0.486
261,22,3.27,119.97,2009,7,0.476
262,23,4.37,122.03,2009,7,0.476
263,24,5.47,123.41,2009,7,0.201
264,25,6.25,124.56,2009,7,0.2524881327004037
265,26,6.68,125.63,2009,7,0.2524881327004037
266,27,6.78,126.61,2009,7,0.2524881327004037
267,28,6.61,127.55,2009,7,0.2524881327004037
268,29,6.37,128.83,2009,7,0.2524881327004037
269,30,6.29,130.81,2009,7,0.2524881327004037
270,31,6.49,133.38,2009,7,0.2524881327004037
271,32,6.64,135.67,2009,7,0.2524881327004037
272,33,6.32,137.18,2009,7,0.2524881327004037
273,34,5.24,137.51,2009,7,0.2524881327004037
274,35,3.84,135.24,2009,7,0.2524881327004037
275,36,2.72,126.06,2009,7,0.2524881327004037
276,37,2.48,109.42,2009,7,0.2524881327004037
277,38,2.89,97.47,2009,7,0.2524881327004037
278,39,3.39,92.69,2009,7,0.2524881327004037
279,40,3.62,91.43,2009,7,0.2524881327004037
280,41,3.62,91.91,2009,7,0.2524881327004037
281,42,3.56,93.41,2009,7,0.2524881327004037
282,43,3.56,95.12,2009,7,0.2524881327004037
283,44,3.6,95.72,2009,7,0.2524881327004037
284,45,3.61,93.93,2009,7,0.2524881327004037
285,46,3.58,89.04,2009,7,0.2524881327004037
286,47,3.56,83.04,2009,7,0.2524881327004037
287,48,3.58,78.91,2009,7,0.2524881327004037
288,1,5.91,112.45,2009,7,0.476
289,2,5.38,115.22,2009,7,0.501
290,3,4.89,116.34,2009,7,0.662
291,4,4.45,116.08,2009,7,0.747
292,5,4.06,115.24,2009,7,0.622
293,6,3.7,115.13,2009,7,0.406
294,7,3.4,117.07,2009,7,0.19
295,8,3.28,120.38,2009,7,0.11
296,9,3.52,122.89,2009,7,0.075
297,10,4.17,123.15,2009,7,0.135
298,11,5.05,122.74,2009,7,0.11
299,12,5.88,123.03,2009,7,0.201
300,13,6.46,124.48,2009,7,0.386
301,14,6.75,126.69,2009,7,0.461
302,15,6.77,129.28,2009,7,0.451
303,16,6.56,131.93,2009,7,0.376
304,17,6.34,134.02,2009,7,0.266
305,18,6.32,134.46,2009,7,0.241
306,19,6.63,132.75,2009,7,0.236
307,20,6.87,130.4,2009,7,0.226
308,21,6.53,128.7,2009,7,0.271
309,22,5.3,128.19,2009,7,0.271
310,23,3.68,127.53,2009,7,0.29600000000000004
311,24,2.45,122.0,2009,7,0.521
312,25,2.22,107.36,2009,7,0.12
313,26,2.74,95.16,2009,7,0.195
314,27,3.35,87.75,2009,7,0.281
315,28,3.62,80.64,2009,7,0.221
316,29,3.63,73.74,2009,7,0.14
317,30,3.53,69.26,2009,7,0.21600000000000005
318,31,3.39,69.89,2009,7,0.281
319,32,3.29,75.29,2009,7,0.206
320,33,3.33,83.51,2009,7,0.185
321,34,3.55,91.91,2009,7,0.246
322,35,3.87,99.62,2009,7,0.266
323,36,4.18,107.07,2009,7,0.165
324,37,4.45,114.81,2009,7,0.025
325,38,4.7,122.05,2009,7,0.01
326,39,4.97,127.59,2009,7,0.0
327,40,5.24,130.65,2009,7,0.01
328,41,5.5,131.65,2009,7,0.035
329,42,5.77,131.19,2009,7,0.03
330,43,6.01,129.85,2009,7,0.02
331,44,5.99,128.48,2009,7,0.045
332,45,5.39,127.81,2009,7,0.07
333,46,4.07,128.55,2009,7,0.085
334,47,2.54,130.52,2009,7,0.065
335,48,1.5,129.98,2009,7,0.19
336,1,6.7,132.94,2009,7,0.476
337,2,6.75,132.32,2009,7,0.501
338,3,6.61,132.85,2009,7,0.662
339,4,6.34,134.06,2009,7,0.747
340,5,6.09,135.15,2009,7,0.622
341,6,6.02,135.02,2009,7,0.406
342,7,6.21,133.05,2009,7,0.19
343,8,6.36,130.23,2009,7,0.11
344,9,6.07,127.34,2009,7,0.075
345,10,5.1,124.22,2009,7,0.135
346,11,3.86,119.72,2009,7,0.11
347,12,2.95,113.22,2009,7,0.201
348,13,2.77,108.06,2009,7,0.386
349,14,3.05,106.35,2009,7,0.461
350,15,3.43,105.85,2009,7,0.451
351,16,3.62,104.51,2009,7,0.376
352,17,3.65,102.25,2009,7,0.266
353,18,3.62,99.42,2009,7,0.241
354,19,3.62,96.38,2009,7,0.236
355,20,3.62,92.91,2009,7,0.226
356,21,3.59,88.48,2009,7,0.271
357,22,3.51,82.76,2009,7,0.271
358,23,3.41,77.06,2009,7,0.29600000000000004
359,24,3.29,73.44,2009,7,0.521
360,25,3.14,73.68,2009,7,0.2524881327004037
361,26,3.02,77.26,2009,7,0.2524881327004037
362,27,3.05,82.43,2009,7,0.2524881327004037
363,28,3.25,87.2,2009,7,0.2524881327004037
364,29,3.55,91.96,2009,7,0.2524881327004037
365,30,3.85,97.96,2009,7,0.2524881327004037
366,31,4.09,105.89,2009,7,0.2524881327004037
367,32,4.2,114.23,2009,7,0.2524881327004037
368,33,4.03,122.06,2009,7,0.2524881327004037
369,34,3.45,129.88,2009,7,0.2524881327004037
370,35,2.65,140.2,2009,7,0.2524881327004037
371,36,1.92,156.29,2009,7,0.2524881327004037
372,37,1.48,177.4,2009,7,0.2524881327004037
373,38,1.19,195.88,2009,7,0.2524881327004037
374,39,0.7,208.66,2009,7,0.2524881327004037
375,40,0.18,19.47,2009,7,0.2524881327004037
376,41,1.26,33.51,2009,7,0.2524881327004037
377,42,2.28,36.61,2009,7,0.2524881327004037
378,43,3.0,38.69,2009,7,0.2524881327004037
379,44,3.26,40.79,2009,7,0.2524881327004037
380,45,2.97,43.81,2009,7,0.2524881327004037
381,46,2.12,50.42,2009,7,0.2524881327004037
382,47,1.25,70.03,2009,7,0.2524881327004037
383,48,1.06,102.67,2009,7,0.2524881327004037
384,1,3.66,106.24,2009,7,0.12
385,2,3.33,104.72,2009,7,0.195
386,3,3.18,102.23,2009,7,0.281
387,4,3.17,99.29,2009,7,0.221
388,5,3.24,96.8,2009,7,0.14
389,6,3.34,95.47,2009,7,0.21600000000000005
390,7,3.41,95.41,2009,7,0.281
391,8,3.44,95.31,2009,7,0.206
392,9,3.43,93.59,2009,7,0.185
393,10,3.41,89.44,2009,7,0.246
394,11,3.41,85.52,2009,7,0.266
395,12,3.45,85.48,2009,7,0.165
396,13,3.56,91.44,2009,7,0.025
397,14,3.72,100.35,2009,7,0.01
398,15,3.87,108.78,2009,7,0.0
399,16,3.87,115.06,2009,7,0.01
400,17,3.82,118.78,2009,7,0.035
401,18,3.89,118.86,2009,7,0.03
402,19,4.19,115.24,2009,7,0.02
403,20,4.53,110.89,2009,7,0.045
404,21,4.56,107.86,2009,7,0.07
405,22,4.06,106.89,2009,7,0.085
406,23,3.31,106.88,2009,7,0.065
407,24,2.71,105.76,2009,7,0.19
408,25,2.59,101.45,2009,7,0.01
409,26,2.79,96.81,2009,7,0.035
410,27,3.04,94.47,2009,7,0.09
411,28,3.09,94.66,2009,7,0.115
412,29,2.99,95.59,2009,7,0.06
413,30,2.86,94.98,2009,7,0.05
414,31,2.8,91.61,2009,7,0.03
415,32,2.76,89.98,2009,7,0.0
416,33,2.64,96.35,2009,7,0.0
417,34,2.58,115.4,2009,7,0.04
418,35,2.89,135.81,2009,7,0.04
419,36,3.23,145.78,2009,7,0.09
420,37,3.18,143.65,2009,7,0.125
421,38,3.05,131.88,2009,7,0.085
422,39,3.4,117.41,2009,7,0.055
423,40,4.36,110.08,2009,7,0.085
424,41,5.52,108.53,2009,7,0.211
425,42,6.45,109.39,2009,7,0.266
426,43,6.88,111.41,2009,7,0.185
427,44,6.86,114.52,2009,7,0.16
428,45,6.58,118.95,2009,7,0.075
429,46,6.17,124.62,2009,7,0.175
430,47,5.67,130.07,2009,7,0.12
431,48,5.01,132.98,2009,7,0.015
432,1,3.55,83.01,2009,7,0.12
433,2,3.94,90.84,2009,7,0.195
434,3,4.1,97.9,2009,7,0.281
435,4,4.11,104.57,2009,7,0.221
436,5,4.09,109.68,2009,7,0.14
437,6,4.1,111.21,2009,7,0.21600000000000005
438,7,4.2,108.12,2009,7,0.281
439,8,4.29,103.66,2009,7,0.206
440,9,4.18,101.39,2009,7,0.185
441,10,3.72,103.82,2009,7,0.246
442,11,3.14,109.42,2009,7,0.266
443,12,2.73,112.95,2009,7,0.165
444,13,2.63,107.86,2009,7,0.025
445,14,2.78,100.47,2009,7,0.01
446,15,2.96,99.57,2009,7,0.0
447,16,3.0,108.47,2009,7,0.01
448,17,2.99,119.37,2009,7,0.035
449,18,2.84,121.75,2009,7,0.03
450,19,2.5,105.79,2009,7,0.02
451,20,2.6,79.24,2009,7,0.045
452,21,3.07,64.73,2009,7,0.07
453,22,3.25,66.69,2009,7,0.085
454,23,3.15,77.91,2009,7,0.065
455,24,2.99,92.38,2009,7,0.19
456,25,2.75,104.88,2009,7,0.2524881327004037
457,26,2.63,113.22,2009,7,0.2524881327004037
458,27,2.87,113.42,2009,7,0.2524881327004037
459,28,3.68,106.91,2009,7,0.2524881327004037
460,29,4.8,102.13,2009,7,0.2524881327004037
461,30,5.7,101.76,2009,7,0.2524881327004037
462,31,6.01,106.04,2009,7,0.2524881327004037
463,32,5.94,112.99,2009,7,0.2524881327004037
464,33,5.76,119.96,2009,7,0.2524881327004037
465,34,5.58,124.08,2009,7,0.2524881327004037
466,35,5.24,125.42,2009,7,0.2524881327004037
467,36,4.63,124.82,2009,7,0.2524881327004037
468,37,3.71,122.61,2009,7,0.2524881327004037
469,38,2.75,117.63,2009,7,0.2524881327004037
470,39,2.1,108.58,2009,7,0.2524881327004037
471,40,1.97,99.44,2009,7,0.2524881327004037
472,41,2.15,95.18,2009,7,0.2524881327004037
473,42,2.33,94.53,2009,7,0.2524881327004037
474,43,2.34,95.32,2009,7,0.2524881327004037
475,44,2.37,97.23,2009,7,0.2524881327004037
476,45,2.71,99.64,2009,7,0.2524881327004037
477,46,3.55,101.42,2009,7,0.2524881327004037
478,47,4.64,102.73,2009,7,0.2524881327004037
479,48,5.65,104.21,2009,7,0.2524881327004037
480,1,2.97,108.7,2009,7,0.01
481,2,2.94,108.75,2009,7,0.035
482,3,2.85,115.61,2009,7,0.09
483,4,2.79,126.18,2009,7,0.115
484,5,2.77,134.25,2009,7,0.06
485,6,2.62,133.12,2009,7,0.05
486,7,2.4,116.54,2009,7,0.03
487,8,2.54,92.97,2009,7,0.0
488,9,2.94,79.63,2009,7,0.0
489,10,3.14,79.78,2009,7,0.04
490,11,3.23,87.43,2009,7,0.04
491,12,3.5,96.18,2009,7,0.09
492,13,4.03,100.69,2009,7,0.125
493,14,4.7,102.26,2009,7,0.085
494,15,5.39,103.22,2009,7,0.055
495,16,6.02,104.6,2009,7,0.085
496,17,6.55,105.64,2009,7,0.211
497,18,6.94,105.46,2009,7,0.266
498,19,7.15,103.87,2009,7,0.185
499,20,7.08,103.03,2009,7,0.16
500,21,6.62,105.82,2009,7,0.075
501,22,5.84,115.42,2009,7,0.175
502,23,5.11,129.73,2009,7,0.12
503,24,4.49,141.54,2009,7,0.015
504,25,3.62,142.58,2009,7,0.05
505,26,2.69,130.06,2009,7,0.07
506,27,2.28,107.13,2009,7,0.005
507,28,2.38,93.27,2009,7,0.0
508,29,2.58,90.16,2009,7,0.03
509,30,2.72,90.55,2009,7,0.02
510,31,2.79,90.02,2009,7,0.075
511,32,2.99,90.38,2009,7,0.105
512,33,3.56,93.85,2009,7,0.16
513,34,4.66,99.29,2009,7,0.18
514,35,5.91,103.75,2009,7,0.231
515,36,6.74,107.05,2009,7,0.306
516,37,6.75,109.9,2009,7,0.28600000000000003
517,38,6.25,112.66,2009,7,0.246
518,39,5.67,114.88,2009,7,0.306
519,40,5.38,115.45,2009,7,0.306
520,41,5.42,114.48,2009,7,0.306
521,42,5.73,112.9,2009,7,0.316
522,43,6.25,111.54,2009,7,0.381
523,44,6.77,110.49,2009,7,0.411
524,45,7.04,109.54,2009,7,0.426
525,46,6.9,108.46,2009,7,0.391
526,47,6.41,107.13,2009,7,0.34600000000000003
527,48,5.68,105.48,2009,7,0.02
528,1,4.34,106.87,2009,7,0.01
529,2,5.05,108.15,2009,7,0.035
530,3,5.64,108.84,2009,7,0.09
531,4,6.1,109.15,2009,7,0.115
532,5,6.45,108.67,2009,7,0.06
533,6,6.69,106.91,2009,7,0.05
534,7,6.84,103.9,2009,7,0.03
535,8,6.77,101.89,2009,7,0.0
536,9,6.3,103.77,2009,7,0.0
537,10,5.43,112.94,2009,7,0.04
538,11,4.58,128.26,2009,7,0.04
539,12,3.91,142.94,2009,7,0.09
540,13,3.05,148.11,2009,7,0.125
541,14,2.1,140.57,2009,7,0.085
542,15,1.6,119.03,2009,7,0.055
543,16,1.74,105.26,2009,7,0.085
544,17,2.16,103.88,2009,7,0.211
545,18,2.64,104.45,2009,7,0.266
546,19,3.08,102.37,2009,7,0.185
547,20,3.52,99.6,2009,7,0.16
548,21,4.04,98.27,2009,7,0.075
549,22,4.66,99.29,2009,7,0.175
550,23,5.25,102.08,2009,7,0.12
551,24,5.66,106.3,2009,7,0.015
552,25,5.81,111.96,2009,7,0.2524881327004037
553,26,5.77,118.01,2009,7,0.2524881327004037
554,27,5.59,122.9,2009,7,0.2524881327004037
555,28,5.3,125.01,2009,7,0.2524881327004037
556,29,5.06,123.84,2009,7,0.2524881327004037
557,30,5.12,119.5,2009,7,0.2524881327004037
558,31,5.64,113.69,2009,7,0.2524881327004037
559,32,6.34,109.02,2009,7,0.2524881327004037
560,33,6.78,106.35,2009,7,0.2524881327004037
561,34,6.62,105.49,2009,7,0.2524881327004037
562,35,5.97,105.4,2009,7,0.2524881327004037
563,36,5.07,104.76,2009,7,0.2524881327004037
564,37,4.15,101.92,2009,7,0.2524881327004037
565,38,3.37,96.65,2009,7,0.2524881327004037
566,39,2.89,90.84,2009,7,0.2524881327004037
567,40,2.72,88.22,2009,7,0.2524881327004037
568,41,2.74,88.58,2009,7,0.2524881327004037
569,42,2.77,89.37,2009,7,0.2524881327004037
570,43,2.69,89.16,2009,7,0.2524881327004037
571,44,2.59,91.29,2009,7,0.2524881327004037
572,45,2.63,100.31,2009,7,0.2524881327004037
573,46,3.07,115.48,2009,7,0.2524881327004037
574,47,3.76,128.93,2009,7,0.2524881327004037
575,48,4.32,139.39,2009,7,0.2524881327004037
576,1,3.15,133.26,2009,7,0.05
577,2,2.46,127.73,2009,7,0.07
578,3,2.1,120.81,2009,7,0.005
579,4,2.01,113.94,2009,7,0.0
580,5,2.17,108.21,2009,7,0.03
581,6,2.54,103.66,2009,7,0.02
582,7,3.11,100.05,2009,7,0.075
583,8,3.76,97.82,2009,7,0.105
584,9,4.39,96.98,2009,7,0.16
585,10,4.89,97.5,2009,7,0.18
586,11,5.24,99.69,2009,7,0.231
587,12,5.45,104.08,2009,7,0.306
588,13,5.59,110.73,2009,7,0.28600000000000003
589,14,5.73,117.07,2009,7,0.246
590,15,5.87,120.04,2009,7,0.306
591,16,5.96,117.93,2009,7,0.306
592,17,6.1,113.56,2009,7,0.306
593,18,6.36,110.8,2009,7,0.316
594,19,6.71,111.9,2009,7,0.381
595,20,7.0,114.6,2009,7,0.411
596,21,7.04,116.18,2009,7,0.426
597,22,6.65,114.89,2009,7,0.391
598,23,5.97,111.27,2009,7,0.34600000000000003
599,24,5.17,106.63,2009,7,0.02
600,25,4.39,102.77,2009,7,0.271
601,26,3.71,100.11,2009,7,0.276
602,27,3.22,98.62,2009,7,0.226
603,28,3.0,98.16,2009,7,0.276
604,29,2.93,98.4,2009,7,0.21600000000000005
605,30,2.87,98.73,2009,7,0.145
606,31,2.7,98.95,2009,7,0.1
607,32,2.57,100.65,2009,7,0.07
608,33,2.65,105.65,2009,7,0.06
609,34,3.08,113.26,2009,7,0.06
610,35,3.65,121.26,2009,7,0.045
611,36,4.05,130.27,2009,7,0.045
612,37,4.13,142.14,2009,7,0.085
613,38,4.12,154.67,2009,7,0.085
614,39,4.09,162.87,2009,7,0.08
615,40,3.96,162.8,2009,7,0.095
616,41,3.82,157.63,2009,7,0.05
617,42,3.8,153.16,2009,7,0.035
618,43,3.92,154.31,2009,7,0.055
619,44,4.0,159.48,2009,7,0.04
620,45,3.88,166.46,2009,7,0.035
621,46,3.42,174.77,2009,7,0.02
622,47,2.88,183.66,2009,7,0.025
623,48,2.5,188.19,2009,7,0.316
624,1,5.91,108.1,2009,7,0.05
625,2,6.41,111.86,2009,7,0.07
626,3,6.73,114.04,2009,7,0.005
